kind,wp_id,source_url,local_path,used_by,status
attachment,293,https://humancompatible.ai/app/uploads/2020/11/pieter.jpg,public/app/uploads/2020/11/pieter.jpg,attachment parent 292,ok
attachment,295,https://humancompatible.ai/people/rosie-campbell/rosie-campbell-jpg-2/,,attachment parent 294,broken-record (file missing on server)
attachment,297,https://humancompatible.ai/app/uploads/2020/11/anca.jpg,public/app/uploads/2020/11/anca.jpg,attachment parent 296,ok
attachment,299,https://humancompatible.ai/app/uploads/2020/11/andrew.jpg,public/app/uploads/2020/11/andrew.jpg,attachment parent 298,ok
attachment,301,https://humancompatible.ai/app/uploads/2020/11/siddharth-srivastava.jpg,public/app/uploads/2020/11/siddharth-srivastava.jpg,attachment parent 300,ok
attachment,303,https://humancompatible.ai/app/uploads/2020/11/selman.jpg,public/app/uploads/2020/11/selman.jpg,attachment parent 302,ok
attachment,305,https://humancompatible.ai/app/uploads/2020/11/caroline.png,public/app/uploads/2020/11/caroline.png,attachment parent 304,ok
attachment,307,https://humancompatible.ai/app/uploads/2020/11/tom.jpg,public/app/uploads/2020/11/tom.jpg,attachment parent 306,ok
attachment,309,https://humancompatible.ai/people/joseph-halpern/halpern-jpg-5/,,attachment parent 308,broken-record (file missing on server)
attachment,311,https://humancompatible.ai/app/uploads/2020/11/wellman.jpg,public/app/uploads/2020/11/wellman.jpg,attachment parent 310,ok
attachment,313,https://humancompatible.ai/app/uploads/2020/11/Baveja.png,public/app/uploads/2020/11/Baveja.png,attachment parent 312,ok
attachment,315,https://humancompatible.ai/app/uploads/2020/11/tania-lombrozo.jpg,public/app/uploads/2020/11/tania-lombrozo.jpg,attachment parent 314,ok
attachment,317,https://humancompatible.ai/people/adam-gleave/adam-gleave-jpg/,,attachment parent 316,broken-record (file missing on server)
attachment,319,https://humancompatible.ai/app/uploads/2020/11/alex-turner.jpg,public/app/uploads/2020/11/alex-turner.jpg,attachment parent 318,ok
attachment,321,https://humancompatible.ai/app/uploads/2020/11/alison-gopnik.jpg,public/app/uploads/2020/11/alison-gopnik.jpg,attachment parent 320,ok
attachment,323,https://humancompatible.ai/people/beth-barnes/beth-barnes-profile-jpg/,,attachment parent 322,broken-record (file missing on server)
attachment,325,https://humancompatible.ai/app/uploads/2020/11/brianchristian.jpg,public/app/uploads/2020/11/brianchristian.jpg,attachment parent 324,ok
attachment,327,https://humancompatible.ai/app/uploads/2020/11/charis-thompson.jpg,public/app/uploads/2020/11/charis-thompson.jpg,attachment parent 326,ok
attachment,329,https://humancompatible.ai/app/uploads/2020/11/charlotte-roman.png,public/app/uploads/2020/11/charlotte-roman.png,attachment parent 328,ok
attachment,331,https://humancompatible.ai/people/chris-cundy/chris-cundy-profile-jpg/,,attachment parent 330,broken-record (file missing on server)
attachment,333,https://humancompatible.ai/app/uploads/2020/11/cody-wild.png,public/app/uploads/2020/11/cody-wild.png,attachment parent 332,ok
attachment,335,https://humancompatible.ai/app/uploads/2020/11/cynthia-chen.jpg,public/app/uploads/2020/11/cynthia-chen.jpg,attachment parent 334,ok
attachment,337,https://humancompatible.ai/app/uploads/2020/11/dan-hendryks.jpg,public/app/uploads/2020/11/dan-hendryks.jpg,attachment parent 336,ok
attachment,339,https://humancompatible.ai/app/uploads/2020/11/Daniel_Filan.jpg,public/app/uploads/2020/11/Daniel_Filan.jpg,attachment parent 338,ok
attachment,341,https://humancompatible.ai/app/uploads/2020/11/david-lindner.jpg,public/app/uploads/2020/11/david-lindner.jpg,attachment parent 340,ok
